Model,MSO2014
Firmware Version,1.06
Point Format,Y
Horizontal Units,S
Horizontal Scale,"0,00001"
Sample Interval,"0,000000001"
Filter Frequency,100000000.0
Record Length,100000.0
Gating,0.0% to 100.0%
Probe Attenuation,1.0
Vertical Units,V
Vertical Offset,-0.0
Vertical Scale,1.0
Label,
TIME,CH1
2.48430e-05,0.32
2.48440e-05,0.24
2.48450e-05,0.12
2.48460e-05,-0.0
2.48470e-05,-0.12
2.48480e-05,-0.2
2.48490e-05,-0.36
2.48500e-05,-0.44
2.48510e-05,-0.56
2.48520e-05,-0.64
2.48530e-05,-0.76
2.48540e-05,-0.84
2.48550e-05,-0.88
2.48560e-05,-1.0
2.48570e-05,-1.08
2.48580e-05,-1.16
2.48590e-05,-1.24
2.48600e-05,-1.32
2.48610e-05,-1.36
2.48620e-05,-1.44
2.48630e-05,-1.48
2.48640e-05,-1.52
2.48650e-05,-1.56
2.48660e-05,-1.6
2.48670e-05,-1.6
2.48680e-05,-1.64
2.48690e-05,-1.64
2.48700e-05,-1.64
2.48710e-05,-1.64
2.48720e-05,-1.64
2.48730e-05,-1.64
2.48740e-05,-1.6
2.48750e-05,-1.6
2.48760e-05,-1.56
2.48770e-05,-1.52
2.48780e-05,-1.48
2.48790e-05,-1.4
2.48800e-05,-1.36
2.48810e-05,-1.28
2.48820e-05,-1.24
2.48830e-05,-1.16
2.48840e-05,-1.08
2.48850e-05,-1.0
2.48860e-05,-0.92
2.48870e-05,-0.84
2.48880e-05,-0.76
2.48890e-05,-0.68
2.48900e-05,-0.56
2.48910e-05,-0.44
2.48920e-05,-0.36
2.48930e-05,-0.24
2.48940e-05,-0.16
2.48950e-05,-0.04
2.48960e-05,0.08
2.48970e-05,0.2
2.48980e-05,0.28
2.48990e-05,0.4
2.49000e-05,0.52
2.49010e-05,0.6
2.49020e-05,0.72
2.49030e-05,0.8
2.49040e-05,0.88
2.49050e-05,0.96
2.49060e-05,1.08
2.49070e-05,1.16
2.49080e-05,1.2
2.49090e-05,1.28
2.49100e-05,1.36
2.49110e-05,1.4
2.49120e-05,1.48
2.49130e-05,1.52
2.49140e-05,1.56
2.49150e-05,1.6
2.49160e-05,1.64
2.49170e-05,1.64
2.49180e-05,1.68
2.49190e-05,1.64
2.49200e-05,1.68
2.49210e-05,1.68
2.49220e-05,1.68
2.49230e-05,1.68
2.49240e-05,1.68
2.49250e-05,1.64
2.49260e-05,1.64
2.49270e-05,1.56
2.49280e-05,1.52
2.49290e-05,1.48
2.49300e-05,1.4
2.49310e-05,1.32
2.49320e-05,1.28
2.49330e-05,1.2
2.49340e-05,1.12
2.49350e-05,1.04
2.49360e-05,0.96
2.49370e-05,0.88
2.49380e-05,0.76
2.49390e-05,0.68
2.49400e-05,0.6
2.49410e-05,0.48
2.49420e-05,0.36
2.49430e-05,0.24
2.49440e-05,0.16
2.49450e-05,0.04
2.49460e-05,-0.04
2.49470e-05,-0.16
2.49480e-05,-0.28
2.49490e-05,-0.4
2.49500e-05,-0.48
2.49510e-05,-0.6
2.49520e-05,-0.68
2.49530e-05,-0.8
2.49540e-05,-0.88
2.49550e-05,-0.96
2.49560e-05,-1.04
2.49570e-05,-1.12
2.49580e-05,-1.2
2.49590e-05,-1.28
2.49600e-05,-1.36
2.49610e-05,-1.4
2.49620e-05,-1.44
2.49630e-05,-1.48
2.49640e-05,-1.52
2.49650e-05,-1.56
2.49660e-05,-1.6
2.49670e-05,-1.6
2.49680e-05,-1.64
2.49690e-05,-1.68
2.49700e-05,-1.64
2.49710e-05,-1.68
2.49720e-05,-1.68
2.49730e-05,-1.64
2.49740e-05,-1.64
2.49750e-05,-1.6
2.49760e-05,-1.56
2.49770e-05,-1.52
2.49780e-05,-1.48
2.49790e-05,-1.44
2.49800e-05,-1.36
2.49810e-05,-1.28
2.49820e-05,-1.24
2.49830e-05,-1.16
2.49840e-05,-1.12
2.49850e-05,-1.04
2.49860e-05,-0.92
2.49870e-05,-0.84
2.49880e-05,-0.76
2.49890e-05,-0.68
2.49900e-05,-0.56
2.49910e-05,-0.48
2.49920e-05,-0.36
2.49930e-05,-0.24
2.49940e-05,-0.12
2.49950e-05,-0.0
2.49960e-05,0.12
2.49970e-05,0.2
2.49980e-05,0.32
2.49990e-05,0.4
2.50000e-05,0.52
2.50010e-05,0.6
2.50020e-05,0.68
2.50030e-05,0.8
2.50040e-05,0.88
2.50050e-05,0.96
2.50060e-05,1.04
2.50070e-05,1.12
2.50080e-05,1.2
2.50090e-05,1.24
2.50100e-05,1.32
2.50110e-05,1.36
2.50120e-05,1.44
2.50130e-05,1.48
2.50140e-05,1.52
2.50150e-05,1.52
2.50160e-05,1.6
2.50170e-05,1.6
2.50180e-05,1.64
2.50190e-05,1.64
2.50200e-05,1.64
2.50210e-05,1.64
2.50220e-05,1.64
2.50230e-05,1.64
2.50240e-05,1.64
2.50250e-05,1.6
2.50260e-05,1.56
2.50270e-05,1.52
2.50280e-05,1.48
2.50290e-05,1.4
2.50300e-05,1.4
2.50310e-05,1.32
2.50320e-05,1.24
2.50330e-05,1.2
2.50340e-05,1.12
2.50350e-05,1.04
2.50360e-05,0.96
2.50370e-05,0.84
2.50380e-05,0.76
2.50390e-05,0.68
2.50400e-05,0.6
2.50410e-05,0.48
2.50420e-05,0.36
2.50430e-05,0.24
2.50440e-05,0.12
2.50450e-05,0.04
2.50460e-05,-0.08
2.50470e-05,-0.16
2.50480e-05,-0.28
2.50490e-05,-0.36
2.50500e-05,-0.48
2.50510e-05,-0.56
2.50520e-05,-0.68
2.50530e-05,-0.76
2.50540e-05,-0.84
2.50550e-05,-0.92
2.50560e-05,-1.0
2.50570e-05,-1.08
2.50580e-05,-1.16
2.50590e-05,-1.2
2.50600e-05,-1.28
2.50610e-05,-1.32
2.50620e-05,-1.4
2.50630e-05,-1.4
2.50640e-05,-1.44
2.50650e-05,-1.52
2.50660e-05,-1.52
2.50670e-05,-1.6
2.50680e-05,-1.6
2.50690e-05,-1.6
2.50700e-05,-1.6
2.50710e-05,-1.64
2.50720e-05,-1.64
2.50730e-05,-1.6
2.50740e-05,-1.6
2.50750e-05,-1.56
2.50760e-05,-1.52
2.50770e-05,-1.52
2.50780e-05,-1.48
2.50790e-05,-1.4
2.50800e-05,-1.36
2.50810e-05,-1.28
2.50820e-05,-1.2
2.50830e-05,-1.16
2.50840e-05,-1.08
2.50850e-05,-1.0
2.50860e-05,-0.92
2.50870e-05,-0.84
2.50880e-05,-0.72
2.50890e-05,-0.64
2.50900e-05,-0.56
2.50910e-05,-0.44
2.50920e-05,-0.36
2.50930e-05,-0.24
2.50940e-05,-0.12
2.50950e-05,-0.04
2.50960e-05,0.08
2.50970e-05,0.2
2.50980e-05,0.32
2.50990e-05,0.4
2.51000e-05,0.52
2.51010e-05,0.56
2.51020e-05,0.68
2.51030e-05,0.76
2.51040e-05,0.84
2.51050e-05,0.92
2.51060e-05,1.04
2.51070e-05,1.12
2.51080e-05,1.16
2.51090e-05,1.24
2.51100e-05,1.28
2.51110e-05,1.32
2.51120e-05,1.4
2.51130e-05,1.44
2.51140e-05,1.48
2.51150e-05,1.52
2.51160e-05,1.56
2.51170e-05,1.56
2.51180e-05,1.6
2.51190e-05,1.6
2.51200e-05,1.6
2.51210e-05,1.6
2.51220e-05,1.64
2.51230e-05,1.6
2.51240e-05,1.6
2.51250e-05,1.56
2.51260e-05,1.52
2.51270e-05,1.48
2.51280e-05,1.44
2.51290e-05,1.4
2.51300e-05,1.36
2.51310e-05,1.28
2.51320e-05,1.24
2.51330e-05,1.16
2.51340e-05,1.08
2.51350e-05,1.0
2.51360e-05,0.92
2.51370e-05,0.84
2.51380e-05,0.76
2.51390e-05,0.64
2.51400e-05,0.52
2.51410e-05,0.44
2.51420e-05,0.32
2.51430e-05,0.24
2.51440e-05,0.12
2.51450e-05,-0.0
2.51460e-05,-0.12
2.51470e-05,-0.24
2.51480e-05,-0.32
2.51490e-05,-0.44
2.51500e-05,-0.52
2.51510e-05,-0.6
2.51520e-05,-0.72
2.51530e-05,-0.8
2.51540e-05,-0.88
2.51550e-05,-0.96
2.51560e-05,-1.04
2.51570e-05,-1.08
2.51580e-05,-1.16
2.51590e-05,-1.24
2.51600e-05,-1.32
2.51610e-05,-1.36
2.51620e-05,-1.4
2.51630e-05,-1.44
2.51640e-05,-1.48
2.51650e-05,-1.52
2.51660e-05,-1.56
2.51670e-05,-1.6
2.51680e-05,-1.6
2.51690e-05,-1.64
2.51700e-05,-1.64
2.51710e-05,-1.64
2.51720e-05,-1.64
2.51730e-05,-1.64
2.51740e-05,-1.6
2.51750e-05,-1.6
2.51760e-05,-1.56
2.51770e-05,-1.52
2.51780e-05,-1.48
2.51790e-05,-1.4
2.51800e-05,-1.36
2.51810e-05,-1.32
2.51820e-05,-1.24
2.51830e-05,-1.16
2.51840e-05,-1.08
2.51850e-05,-1.0
2.51860e-05,-0.92
2.51870e-05,-0.84
2.51880e-05,-0.76
2.51890e-05,-0.64
2.51900e-05,-0.56
2.51910e-05,-0.44
2.51920e-05,-0.36
2.51930e-05,-0.24
2.51940e-05,-0.12
2.51950e-05,-0.0
2.51960e-05,0.08
2.51970e-05,0.2
2.51980e-05,0.28
2.51990e-05,0.36
2.52000e-05,0.52
2.52010e-05,0.6
2.52020e-05,0.72
2.52030e-05,0.76
2.52040e-05,0.88
2.52050e-05,0.96
2.52060e-05,1.04
2.52070e-05,1.08
2.52080e-05,1.16
2.52090e-05,1.24
2.52100e-05,1.32
2.52110e-05,1.32
2.52120e-05,1.4
2.52130e-05,1.44
2.52140e-05,1.48
2.52150e-05,1.48
2.52160e-05,1.56
2.52170e-05,1.56
2.52180e-05,1.6
2.52190e-05,1.6
2.52200e-05,1.64
2.52210e-05,1.6
2.52220e-05,1.6
2.52230e-05,1.6
2.52240e-05,1.6
2.52250e-05,1.56
2.52260e-05,1.56
2.52270e-05,1.48
2.52280e-05,1.44
2.52290e-05,1.4
2.52300e-05,1.36
2.52310e-05,1.28
2.52320e-05,1.24
2.52330e-05,1.16
2.52340e-05,1.08
2.52350e-05,1.0
2.52360e-05,0.92
2.52370e-05,0.84
2.52380e-05,0.76
2.52390e-05,0.64
2.52400e-05,0.56
2.52410e-05,0.44
2.52420e-05,0.36
2.52430e-05,0.24
2.52440e-05,0.12
2.52450e-05,-0.0
2.52460e-05,-0.08
2.52470e-05,-0.2
2.52480e-05,-0.32
2.52490e-05,-0.4
2.52500e-05,-0.48
2.52510e-05,-0.64
2.52520e-05,-0.68
2.52530e-05,-0.8
2.52540e-05,-0.88
2.52550e-05,-0.96
2.52560e-05,-1.04
2.52570e-05,-1.12
2.52580e-05,-1.16
2.52590e-05,-1.24
2.52600e-05,-1.32
2.52610e-05,-1.36
2.52620e-05,-1.44
2.52630e-05,-1.48
2.52640e-05,-1.52
2.52650e-05,-1.52
2.52660e-05,-1.56
2.52670e-05,-1.6
2.52680e-05,-1.6
2.52690e-05,-1.64
2.52700e-05,-1.64
2.52710e-05,-1.64
2.52720e-05,-1.64
2.52730e-05,-1.64
2.52740e-05,-1.64
2.52750e-05,-1.64
2.52760e-05,-1.64
2.52770e-05,-1.64
2.52780e-05,-1.6
2.52790e-05,-1.6
2.52800e-05,-1.56
2.52810e-05,-1.56
2.52820e-05,-1.52
2.52830e-05,-1.52
2.52840e-05,-1.44
2.52850e-05,-1.44
2.52860e-05,-1.4
2.52870e-05,-1.36
2.52880e-05,-1.36
2.52890e-05,-1.32
2.52900e-05,-1.32
2.52910e-05,-1.28
2.52920e-05,-1.28
2.52930e-05,-1.24
2.52940e-05,-1.24
2.52950e-05,-1.2
2.52960e-05,-1.16
2.52970e-05,-1.16
2.52980e-05,-1.16
2.52990e-05,-1.12
2.53000e-05,-1.16
2.53010e-05,-1.12
2.53020e-05,-1.16
2.53030e-05,-1.12
2.53040e-05,-1.12
2.53050e-05,-1.12
2.53060e-05,-1.12
2.53070e-05,-1.08
2.53080e-05,-1.08
2.53090e-05,-1.08
2.53100e-05,-1.08
2.53110e-05,-1.08
2.53120e-05,-1.08
2.53130e-05,-1.08
2.53140e-05,-1.08
2.53150e-05,-1.04
2.53160e-05,-1.08
2.53170e-05,-1.08
2.53180e-05,-1.04
2.53190e-05,-1.04
2.53200e-05,-1.04
2.53210e-05,-1.04
2.53220e-05,-1.0
2.53230e-05,-1.0
2.53240e-05,-0.96
2.53250e-05,-0.96
2.53260e-05,-0.92
2.53270e-05,-0.88
2.53280e-05,-0.84
2.53290e-05,-0.8
2.53300e-05,-0.76
2.53310e-05,-0.72
2.53320e-05,-0.68
2.53330e-05,-0.64
2.53340e-05,-0.56
2.53350e-05,-0.48
2.53360e-05,-0.44
2.53370e-05,-0.4
2.53380e-05,-0.32
2.53390e-05,-0.24
2.53400e-05,-0.16
2.53410e-05,-0.08
2.53420e-05,0.04
2.53430e-05,0.08
2.53440e-05,0.2
2.53450e-05,0.28
2.53460e-05,0.36
2.53470e-05,0.44
2.53480e-05,0.52
2.53490e-05,0.6
2.53500e-05,0.68
2.53510e-05,0.76
2.53520e-05,0.84
2.53530e-05,0.92
2.53540e-05,1.0
2.53550e-05,1.08
2.53560e-05,1.16
2.53570e-05,1.24
2.53580e-05,1.28
2.53590e-05,1.36
2.53600e-05,1.44
2.53610e-05,1.48
2.53620e-05,1.52
2.53630e-05,1.6
2.53640e-05,1.64
2.53650e-05,1.64
2.53660e-05,1.68
2.53670e-05,1.76
2.53680e-05,1.76
2.53690e-05,1.76
2.53700e-05,1.76
2.53710e-05,1.8
2.53720e-05,1.8
2.53730e-05,1.76
2.53740e-05,1.76
2.53750e-05,1.76
2.53760e-05,1.76
2.53770e-05,1.72
2.53780e-05,1.72
2.53790e-05,1.68
2.53800e-05,1.68
2.53810e-05,1.64
2.53820e-05,1.6
2.53830e-05,1.6
2.53840e-05,1.56
2.53850e-05,1.52
2.53860e-05,1.48
2.53870e-05,1.48
2.53880e-05,1.44
2.53890e-05,1.4
2.53900e-05,1.4
2.53910e-05,1.36
2.53920e-05,1.36
2.53930e-05,1.32
2.53940e-05,1.32
2.53950e-05,1.28
2.53960e-05,1.28
2.53970e-05,1.28
2.53980e-05,1.28
2.53990e-05,1.24
2.54000e-05,1.24
2.54010e-05,1.2
2.54020e-05,1.2
2.54030e-05,1.2
2.54040e-05,1.2
2.54050e-05,1.16
2.54060e-05,1.16
2.54070e-05,1.16
2.54080e-05,1.16
2.54090e-05,1.16
2.54100e-05,1.16
2.54110e-05,1.16
2.54120e-05,1.12
2.54130e-05,1.12
2.54140e-05,1.12
2.54150e-05,1.12
2.54160e-05,1.12
2.54170e-05,1.08
2.54180e-05,1.08
2.54190e-05,1.08
2.54200e-05,1.04
2.54210e-05,1.08
2.54220e-05,1.04
2.54230e-05,1.0
2.54240e-05,0.96
2.54250e-05,0.96
2.54260e-05,0.92
2.54270e-05,0.88
2.54280e-05,0.84
2.54290e-05,0.8
2.54300e-05,0.76
2.54310e-05,0.68
2.54320e-05,0.64
2.54330e-05,0.56
2.54340e-05,0.56
2.54350e-05,0.44
2.54360e-05,0.4
2.54370e-05,0.36
2.54380e-05,0.28
2.54390e-05,0.16
2.54400e-05,0.12
2.54410e-05,0.04
2.54420e-05,-0.04
2.54430e-05,-0.16
2.54440e-05,-0.24
2.54450e-05,-0.32
2.54460e-05,-0.4
2.54470e-05,-0.48
2.54480e-05,-0.6
2.54490e-05,-0.64
2.54500e-05,-0.72
2.54510e-05,-0.8
2.54520e-05,-0.88
2.54530e-05,-0.96
2.54540e-05,-1.04
2.54550e-05,-1.12
2.54560e-05,-1.16
2.54570e-05,-1.24
2.54580e-05,-1.28
2.54590e-05,-1.36
2.54600e-05,-1.4
2.54610e-05,-1.44
2.54620e-05,-1.48
2.54630e-05,-1.52
2.54640e-05,-1.56
2.54650e-05,-1.6
2.54660e-05,-1.64
2.54670e-05,-1.68
2.54680e-05,-1.68
2.54690e-05,-1.72
2.54700e-05,-1.72
2.54710e-05,-1.72
2.54720e-05,-1.72
2.54730e-05,-1.72
2.54740e-05,-1.68
2.54750e-05,-1.64
2.54760e-05,-1.64
2.54770e-05,-1.6
2.54780e-05,-1.52
2.54790e-05,-1.48
2.54800e-05,-1.44
2.54810e-05,-1.36
2.54820e-05,-1.32
2.54830e-05,-1.2
2.54840e-05,-1.12
2.54850e-05,-1.04
2.54860e-05,-0.96
2.54870e-05,-0.84
2.54880e-05,-0.76
2.54890e-05,-0.68
2.54900e-05,-0.56
2.54910e-05,-0.48
2.54920e-05,-0.36
2.54930e-05,-0.28
2.54940e-05,-0.16
2.54950e-05,-0.04
2.54960e-05,0.08
2.54970e-05,0.16
2.54980e-05,0.28
2.54990e-05,0.36
2.55000e-05,0.48
2.55010e-05,0.6
2.55020e-05,0.68
2.55030e-05,0.76
2.55040e-05,0.88
2.55050e-05,0.96
2.55060e-05,1.04
2.55070e-05,1.12
2.55080e-05,1.2
2.55090e-05,1.24
2.55100e-05,1.32
2.55110e-05,1.36
2.55120e-05,1.44
2.55130e-05,1.44
2.55140e-05,1.52
2.55150e-05,1.52
2.55160e-05,1.56
2.55170e-05,1.6
2.55180e-05,1.6
2.55190e-05,1.6
2.55200e-05,1.64
2.55210e-05,1.64
2.55220e-05,1.64
2.55230e-05,1.64
2.55240e-05,1.64
2.55250e-05,1.6
2.55260e-05,1.6
2.55270e-05,1.52
2.55280e-05,1.52
2.55290e-05,1.44
2.55300e-05,1.36
2.55310e-05,1.32
2.55320e-05,1.24
2.55330e-05,1.2
2.55340e-05,1.12
2.55350e-05,1.04
2.55360e-05,0.96
2.55370e-05,0.84
2.55380e-05,0.76
2.55390e-05,0.64
2.55400e-05,0.56
2.55410e-05,0.44
2.55420e-05,0.36
2.55430e-05,0.24
2.55440e-05,0.16
2.55450e-05,0.04
2.55460e-05,-0.08
2.55470e-05,-0.2
2.55480e-05,-0.32
2.55490e-05,-0.4
2.55500e-05,-0.48
2.55510e-05,-0.6
2.55520e-05,-0.72
2.55530e-05,-0.8
2.55540e-05,-0.88
2.55550e-05,-0.96
2.55560e-05,-1.04
2.55570e-05,-1.16
2.55580e-05,-1.2
2.55590e-05,-1.28
2.55600e-05,-1.36
2.55610e-05,-1.4
2.55620e-05,-1.44
2.55630e-05,-1.48
2.55640e-05,-1.52
2.55650e-05,-1.56
2.55660e-05,-1.6
2.55670e-05,-1.64
2.55680e-05,-1.64
2.55690e-05,-1.68
2.55700e-05,-1.68
2.55710e-05,-1.68
2.55720e-05,-1.64
2.55730e-05,-1.68
2.55740e-05,-1.64
2.55750e-05,-1.64
2.55760e-05,-1.6
2.55770e-05,-1.56
2.55780e-05,-1.52
2.55790e-05,-1.44
2.55800e-05,-1.4
2.55810e-05,-1.36
2.55820e-05,-1.28
2.55830e-05,-1.2
2.55840e-05,-1.16
2.55850e-05,-1.04
2.55860e-05,-0.96
2.55870e-05,-0.88
2.55880e-05,-0.8
2.55890e-05,-0.72
2.55900e-05,-0.64
2.55910e-05,-0.52
2.55920e-05,-0.4
2.55930e-05,-0.32
2.55940e-05,-0.16
2.55950e-05,-0.08
2.55960e-05,0.04
2.55970e-05,0.12
2.55980e-05,0.24
2.55990e-05,0.36
2.56000e-05,0.48
2.56010e-05,0.56
2.56020e-05,0.64
2.56030e-05,0.72
2.56040e-05,0.8
2.56050e-05,0.92
2.56060e-05,1.0
2.56070e-05,1.08
2.56080e-05,1.12
2.56090e-05,1.2
2.56100e-05,1.28
2.56110e-05,1.32
2.56120e-05,1.36
2.56130e-05,1.4
2.56140e-05,1.48
2.56150e-05,1.52
2.56160e-05,1.56
2.56170e-05,1.6
2.56180e-05,1.64
2.56190e-05,1.6
2.56200e-05,1.64
2.56210e-05,1.64
2.56220e-05,1.64
2.56230e-05,1.64
2.56240e-05,1.64
2.56250e-05,1.6
2.56260e-05,1.56
2.56270e-05,1.52
2.56280e-05,1.52
2.56290e-05,1.44
2.56300e-05,1.4
2.56310e-05,1.32
2.56320e-05,1.28
2.56330e-05,1.2
2.56340e-05,1.16
2.56350e-05,1.04
2.56360e-05,1.0
2.56370e-05,0.88
2.56380e-05,0.8
2.56390e-05,0.72
2.56400e-05,0.64
2.56410e-05,0.52
2.56420e-05,0.4
2.56430e-05,0.32
2.56440e-05,0.2
2.56450e-05,0.08
2.56460e-05,-0.04
2.56470e-05,-0.12
2.56480e-05,-0.24
2.56490e-05,-0.32
2.56500e-05,-0.4
2.56510e-05,-0.52
2.56520e-05,-0.6
2.56530e-05,-0.72
2.56540e-05,-0.84
2.56550e-05,-0.88
2.56560e-05,-1.0
2.56570e-05,-1.08
2.56580e-05,-1.16
2.56590e-05,-1.2
2.56600e-05,-1.28
2.56610e-05,-1.36
2.56620e-05,-1.4
2.56630e-05,-1.48
2.56640e-05,-1.48
2.56650e-05,-1.52
2.56660e-05,-1.56
2.56670e-05,-1.6
2.56680e-05,-1.6
2.56690e-05,-1.6
2.56700e-05,-1.64
2.56710e-05,-1.64
2.56720e-05,-1.64
2.56730e-05,-1.64
2.56740e-05,-1.6
2.56750e-05,-1.6
2.56760e-05,-1.56
2.56770e-05,-1.52
2.56780e-05,-1.48
2.56790e-05,-1.44
2.56800e-05,-1.36
2.56810e-05,-1.28
2.56820e-05,-1.24
2.56830e-05,-1.16
2.56840e-05,-1.08
2.56850e-05,-1.04
2.56860e-05,-0.92
2.56870e-05,-0.84
2.56880e-05,-0.76
2.56890e-05,-0.64
2.56900e-05,-0.52
2.56910e-05,-0.44
2.56920e-05,-0.36
2.56930e-05,-0.24
2.56940e-05,-0.16
2.56950e-05,-0.04
2.56960e-05,0.04
2.56970e-05,0.16
2.56980e-05,0.28
2.56990e-05,0.36
2.57000e-05,0.48
2.57010e-05,0.56
2.57020e-05,0.68
2.57030e-05,0.76
2.57040e-05,0.88
2.57050e-05,0.96
2.57060e-05,1.08
2.57070e-05,1.16
2.57080e-05,1.24
2.57090e-05,1.28
2.57100e-05,1.36
2.57110e-05,1.4
2.57120e-05,1.48
2.57130e-05,1.52
2.57140e-05,1.56
2.57150e-05,1.6
2.57160e-05,1.6
2.57170e-05,1.64
2.57180e-05,1.68
2.57190e-05,1.68
2.57200e-05,1.72
2.57210e-05,1.68
2.57220e-05,1.68
2.57230e-05,1.64
2.57240e-05,1.68
2.57250e-05,1.6
2.57260e-05,1.6
2.57270e-05,1.52
2.57280e-05,1.52
2.57290e-05,1.44
2.57300e-05,1.4
2.57310e-05,1.32
2.57320e-05,1.24
2.57330e-05,1.2
2.57340e-05,1.12
2.57350e-05,1.0
2.57360e-05,0.96
2.57370e-05,0.84
2.57380e-05,0.76
2.57390e-05,0.64
2.57400e-05,0.6
2.57410e-05,0.44
2.57420e-05,0.4
2.57430e-05,0.28
2.57440e-05,0.16
2.57450e-05,0.04
2.57460e-05,-0.08
2.57470e-05,-0.2
2.57480e-05,-0.28
2.57490e-05,-0.4
2.57500e-05,-0.48
2.57510e-05,-0.6
2.57520e-05,-0.72
2.57530e-05,-0.8
2.57540e-05,-0.88
2.57550e-05,-0.96
2.57560e-05,-1.08
2.57570e-05,-1.16
2.57580e-05,-1.2
2.57590e-05,-1.28
2.57600e-05,-1.36
2.57610e-05,-1.4
2.57620e-05,-1.48
2.57630e-05,-1.52
2.57640e-05,-1.56
2.57650e-05,-1.6
2.57660e-05,-1.6
2.57670e-05,-1.64
2.57680e-05,-1.64
2.57690e-05,-1.68
2.57700e-05,-1.68
2.57710e-05,-1.68
2.57720e-05,-1.68
2.57730e-05,-1.68
2.57740e-05,-1.64
2.57750e-05,-1.6
2.57760e-05,-1.56
2.57770e-05,-1.52
2.57780e-05,-1.48
2.57790e-05,-1.44
2.57800e-05,-1.4
2.57810e-05,-1.32
2.57820e-05,-1.28
2.57830e-05,-1.16
2.57840e-05,-1.08
2.57850e-05,-1.04
2.57860e-05,-0.92
2.57870e-05,-0.84
2.57880e-05,-0.76
2.57890e-05,-0.68
2.57900e-05,-0.56
2.57910e-05,-0.48
2.57920e-05,-0.32
2.57930e-05,-0.24
2.57940e-05,-0.12
2.57950e-05,-0.0
2.57960e-05,0.12
2.57970e-05,0.2
2.57980e-05,0.32
2.57990e-05,0.4
2.58000e-05,0.48
2.58010e-05,0.6
2.58020e-05,0.68
2.58030e-05,0.76
2.58040e-05,0.88
2.58050e-05,0.96
2.58060e-05,1.04
2.58070e-05,1.12
2.58080e-05,1.2
2.58090e-05,1.28
2.58100e-05,1.32
2.58110e-05,1.36
2.58120e-05,1.44
2.58130e-05,1.48
2.58140e-05,1.52
2.58150e-05,1.56
2.58160e-05,1.6
2.58170e-05,1.6
2.58180e-05,1.64
2.58190e-05,1.64
2.58200e-05,1.64
2.58210e-05,1.68
2.58220e-05,1.68
2.58230e-05,1.64
2.58240e-05,1.64
2.58250e-05,1.6
2.58260e-05,1.56
2.58270e-05,1.52
2.58280e-05,1.48
2.58290e-05,1.44
2.58300e-05,1.4
2.58310e-05,1.32
2.58320e-05,1.24
2.58330e-05,1.2
2.58340e-05,1.12
2.58350e-05,1.04
2.58360e-05,0.96
2.58370e-05,0.84
2.58380e-05,0.76
2.58390e-05,0.68
2.58400e-05,0.6
2.58410e-05,0.48
2.58420e-05,0.4
2.58430e-05,0.28
2.58440e-05,0.16
2.58450e-05,0.08
2.58460e-05,-0.04
2.58470e-05,-0.16
2.58480e-05,-0.28
2.58490e-05,-0.4
2.58500e-05,-0.44
2.58510e-05,-0.6
2.58520e-05,-0.68
2.58530e-05,-0.76
2.58540e-05,-0.84
2.58550e-05,-0.92
2.58560e-05,-1.0
2.58570e-05,-1.08
2.58580e-05,-1.16
2.58590e-05,-1.2
2.58600e-05,-1.28
2.58610e-05,-1.32
2.58620e-05,-1.36
2.58630e-05,-1.4
2.58640e-05,-1.44
2.58650e-05,-1.48
2.58660e-05,-1.56
2.58670e-05,-1.56
2.58680e-05,-1.56
2.58690e-05,-1.6
2.58700e-05,-1.6
2.58710e-05,-1.6
2.58720e-05,-1.6
2.58730e-05,-1.6
2.58740e-05,-1.6
2.58750e-05,-1.56
2.58760e-05,-1.52
2.58770e-05,-1.48
2.58780e-05,-1.44
2.58790e-05,-1.4
2.58800e-05,-1.36
2.58810e-05,-1.28
2.58820e-05,-1.2
2.58830e-05,-1.16
2.58840e-05,-1.08
2.58850e-05,-1.0
2.58860e-05,-0.92
2.58870e-05,-0.84
2.58880e-05,-0.72
2.58890e-05,-0.64
2.58900e-05,-0.56
2.58910e-05,-0.44
2.58920e-05,-0.32
2.58930e-05,-0.24
2.58940e-05,-0.12
2.58950e-05,-0.0
2.58960e-05,0.08
2.58970e-05,0.2
2.58980e-05,0.32
2.58990e-05,0.4
2.59000e-05,0.52
2.59010e-05,0.6
2.59020e-05,0.68
2.59030e-05,0.76
2.59040e-05,0.88
2.59050e-05,0.96
2.59060e-05,1.04
2.59070e-05,1.08
2.59080e-05,1.16
2.59090e-05,1.24
2.59100e-05,1.32
2.59110e-05,1.36
2.59120e-05,1.4
2.59130e-05,1.44
2.59140e-05,1.48
2.59150e-05,1.52
2.59160e-05,1.56
2.59170e-05,1.6
2.59180e-05,1.6
2.59190e-05,1.6
2.59200e-05,1.64
2.59210e-05,1.64
2.59220e-05,1.64
2.59230e-05,1.6
2.59240e-05,1.6
2.59250e-05,1.6
2.59260e-05,1.56
2.59270e-05,1.48
2.59280e-05,1.48
2.59290e-05,1.4
2.59300e-05,1.36
2.59310e-05,1.28
2.59320e-05,1.24
2.59330e-05,1.16
2.59340e-05,1.08
2.59350e-05,1.0
2.59360e-05,0.92
2.59370e-05,0.8
2.59380e-05,0.72
2.59390e-05,0.6
2.59400e-05,0.52
2.59410e-05,0.44
2.59420e-05,0.36
2.59430e-05,0.24
2.59440e-05,0.12
2.59450e-05,-0.0
2.59460e-05,-0.12
2.59470e-05,-0.2
2.59480e-05,-0.28
