Model,MSO2014
Firmware Version,1.06
Point Format,Y
Horizontal Units,S
Horizontal Scale,"0,00001"
Sample Interval,"0,000000001"
Filter Frequency,100000000.0
Record Length,100000.0
Gating,0.0% to 100.0%
Probe Attenuation,1.0
Vertical Units,V
Vertical Offset,-0.0
Vertical Scale,1.0
Label,
TIME,CH1
3.42700e-06,-0.92
3.42800e-06,-0.92
3.42900e-06,-0.88
3.43000e-06,-0.84
3.43100e-06,-0.8
3.43200e-06,-0.72
3.43300e-06,-0.68
3.43400e-06,-0.6
3.43500e-06,-0.56
3.43600e-06,-0.48
3.43700e-06,-0.44
3.43800e-06,-0.4
3.43900e-06,-0.32
3.44000e-06,-0.24
3.44100e-06,-0.16
3.44200e-06,-0.04
3.44300e-06,0.04
3.44400e-06,0.08
3.44500e-06,0.2
3.44600e-06,0.28
3.44700e-06,0.32
3.44800e-06,0.44
3.44900e-06,0.52
3.45000e-06,0.6
3.45100e-06,0.68
3.45200e-06,0.76
3.45300e-06,0.84
3.45400e-06,0.92
3.45500e-06,1.0
3.45600e-06,1.08
3.45700e-06,1.16
3.45800e-06,1.24
3.45900e-06,1.28
3.46000e-06,1.36
3.46100e-06,1.4
3.46200e-06,1.44
3.46300e-06,1.48
3.46400e-06,1.56
3.46500e-06,1.6
3.46600e-06,1.64
3.46700e-06,1.68
3.46800e-06,1.68
3.46900e-06,1.72
3.47000e-06,1.72
3.47100e-06,1.72
3.47200e-06,1.72
3.47300e-06,1.72
3.47400e-06,1.72
3.47500e-06,1.72
3.47600e-06,1.72
3.47700e-06,1.68
3.47800e-06,1.68
3.47900e-06,1.68
3.48000e-06,1.64
3.48100e-06,1.6
3.48200e-06,1.6
3.48300e-06,1.56
3.48400e-06,1.52
3.48500e-06,1.52
3.48600e-06,1.48
3.48700e-06,1.44
3.48800e-06,1.44
3.48900e-06,1.4
3.49000e-06,1.4
3.49100e-06,1.36
3.49200e-06,1.36
3.49300e-06,1.32
3.49400e-06,1.28
3.49500e-06,1.24
3.49600e-06,1.24
3.49700e-06,1.24
3.49800e-06,1.24
3.49900e-06,1.2
3.50000e-06,1.2
3.50100e-06,1.2
3.50200e-06,1.16
3.50300e-06,1.16
3.50400e-06,1.16
3.50500e-06,1.16
3.50600e-06,1.16
3.50700e-06,1.16
3.50800e-06,1.16
3.50900e-06,1.12
3.51000e-06,1.12
3.51100e-06,1.12
3.51200e-06,1.12
3.51300e-06,1.12
3.51400e-06,1.12
3.51500e-06,1.12
3.51600e-06,1.12
3.51700e-06,1.08
3.51800e-06,1.08
3.51900e-06,1.08
3.52000e-06,1.08
3.52100e-06,1.08
3.52200e-06,1.04
3.52300e-06,1.04
3.52400e-06,1.0
3.52500e-06,0.96
3.52600e-06,0.96
3.52700e-06,0.96
3.52800e-06,0.92
3.52900e-06,0.88
3.53000e-06,0.84
3.53100e-06,0.8
3.53200e-06,0.72
3.53300e-06,0.68
3.53400e-06,0.64
3.53500e-06,0.56
3.53600e-06,0.52
3.53700e-06,0.44
3.53800e-06,0.4
3.53900e-06,0.32
3.54000e-06,0.24
3.54100e-06,0.16
3.54200e-06,0.12
3.54300e-06,-0.0
3.54400e-06,-0.08
3.54500e-06,-0.2
3.54600e-06,-0.28
3.54700e-06,-0.36
3.54800e-06,-0.44
3.54900e-06,-0.56
3.55000e-06,-0.64
3.55100e-06,-0.68
3.55200e-06,-0.8
3.55300e-06,-0.84
3.55400e-06,-0.96
3.55500e-06,-1.0
3.55600e-06,-1.08
3.55700e-06,-1.16
3.55800e-06,-1.24
3.55900e-06,-1.28
3.56000e-06,-1.36
3.56100e-06,-1.4
3.56200e-06,-1.48
3.56300e-06,-1.52
3.56400e-06,-1.56
3.56500e-06,-1.6
3.56600e-06,-1.64
3.56700e-06,-1.64
3.56800e-06,-1.68
3.56900e-06,-1.72
3.57000e-06,-1.72
3.57100e-06,-1.72
3.57200e-06,-1.72
3.57300e-06,-1.72
3.57400e-06,-1.72
3.57500e-06,-1.72
3.57600e-06,-1.72
3.57700e-06,-1.68
3.57800e-06,-1.68
3.57900e-06,-1.64
3.58000e-06,-1.64
3.58100e-06,-1.6
3.58200e-06,-1.56
3.58300e-06,-1.56
3.58400e-06,-1.52
3.58500e-06,-1.52
3.58600e-06,-1.48
3.58700e-06,-1.44
3.58800e-06,-1.44
3.58900e-06,-1.4
3.59000e-06,-1.36
3.59100e-06,-1.36
3.59200e-06,-1.32
3.59300e-06,-1.28
3.59400e-06,-1.28
3.59500e-06,-1.28
3.59600e-06,-1.24
3.59700e-06,-1.24
3.59800e-06,-1.24
3.59900e-06,-1.2
3.60000e-06,-1.2
3.60100e-06,-1.16
3.60200e-06,-1.16
3.60300e-06,-1.16
3.60400e-06,-1.16
3.60500e-06,-1.16
3.60600e-06,-1.16
3.60700e-06,-1.12
3.60800e-06,-1.12
3.60900e-06,-1.12
3.61000e-06,-1.12
3.61100e-06,-1.12
3.61200e-06,-1.12
3.61300e-06,-1.08
3.61400e-06,-1.12
3.61500e-06,-1.08
3.61600e-06,-1.12
3.61700e-06,-1.08
3.61800e-06,-1.12
3.61900e-06,-1.08
3.62000e-06,-1.08
3.62100e-06,-1.08
3.62200e-06,-1.08
3.62300e-06,-1.04
3.62400e-06,-1.04
3.62500e-06,-1.0
3.62600e-06,-0.96
3.62700e-06,-0.92
3.62800e-06,-0.88
3.62900e-06,-0.84
3.63000e-06,-0.84
3.63100e-06,-0.8
3.63200e-06,-0.72
3.63300e-06,-0.68
3.63400e-06,-0.6
3.63500e-06,-0.56
3.63600e-06,-0.48
3.63700e-06,-0.44
3.63800e-06,-0.4
3.63900e-06,-0.32
3.64000e-06,-0.24
3.64100e-06,-0.16
3.64200e-06,-0.08
3.64300e-06,-0.0
3.64400e-06,0.08
3.64500e-06,0.2
3.64600e-06,0.28
3.64700e-06,0.36
3.64800e-06,0.48
3.64900e-06,0.52
3.65000e-06,0.64
3.65100e-06,0.68
3.65200e-06,0.76
3.65300e-06,0.84
3.65400e-06,0.92
3.65500e-06,1.0
3.65600e-06,1.08
3.65700e-06,1.16
3.65800e-06,1.24
3.65900e-06,1.28
3.66000e-06,1.32
3.66100e-06,1.4
3.66200e-06,1.48
3.66300e-06,1.48
3.66400e-06,1.56
3.66500e-06,1.6
3.66600e-06,1.64
3.66700e-06,1.64
3.66800e-06,1.68
3.66900e-06,1.68
3.67000e-06,1.72
3.67100e-06,1.72
3.67200e-06,1.76
3.67300e-06,1.72
3.67400e-06,1.72
3.67500e-06,1.72
3.67600e-06,1.72
3.67700e-06,1.68
3.67800e-06,1.68
3.67900e-06,1.64
3.68000e-06,1.64
3.68100e-06,1.6
3.68200e-06,1.6
3.68300e-06,1.56
3.68400e-06,1.56
3.68500e-06,1.48
3.68600e-06,1.48
3.68700e-06,1.44
3.68800e-06,1.4
3.68900e-06,1.4
3.69000e-06,1.36
3.69100e-06,1.32
3.69200e-06,1.32
3.69300e-06,1.28
3.69400e-06,1.32
3.69500e-06,1.28
3.69600e-06,1.24
3.69700e-06,1.24
3.69800e-06,1.24
3.69900e-06,1.2
3.70000e-06,1.2
3.70100e-06,1.2
3.70200e-06,1.16
3.70300e-06,1.16
3.70400e-06,1.16
3.70500e-06,1.16
3.70600e-06,1.16
3.70700e-06,1.16
3.70800e-06,1.16
3.70900e-06,1.12
3.71000e-06,1.12
3.71100e-06,1.12
3.71200e-06,1.12
3.71300e-06,1.08
3.71400e-06,1.12
3.71500e-06,1.08
3.71600e-06,1.12
3.71700e-06,1.08
3.71800e-06,1.08
3.71900e-06,1.08
3.72000e-06,1.08
3.72100e-06,1.04
3.72200e-06,1.04
3.72300e-06,1.04
3.72400e-06,1.0
3.72500e-06,0.96
3.72600e-06,0.96
3.72700e-06,0.92
3.72800e-06,0.88
3.72900e-06,0.84
3.73000e-06,0.84
3.73100e-06,0.76
3.73200e-06,0.72
3.73300e-06,0.64
3.73400e-06,0.64
3.73500e-06,0.56
3.73600e-06,0.52
3.73700e-06,0.44
3.73800e-06,0.4
3.73900e-06,0.32
3.74000e-06,0.24
3.74100e-06,0.16
3.74200e-06,0.08
3.74300e-06,-0.0
3.74400e-06,-0.08
3.74500e-06,-0.2
3.74600e-06,-0.28
3.74700e-06,-0.36
3.74800e-06,-0.44
3.74900e-06,-0.52
3.75000e-06,-0.6
3.75100e-06,-0.68
3.75200e-06,-0.8
3.75300e-06,-0.88
3.75400e-06,-0.92
3.75500e-06,-1.0
3.75600e-06,-1.08
3.75700e-06,-1.12
3.75800e-06,-1.2
3.75900e-06,-1.28
3.76000e-06,-1.32
3.76100e-06,-1.4
3.76200e-06,-1.44
3.76300e-06,-1.48
3.76400e-06,-1.52
3.76500e-06,-1.6
3.76600e-06,-1.6
3.76700e-06,-1.68
3.76800e-06,-1.68
3.76900e-06,-1.72
3.77000e-06,-1.72
3.77100e-06,-1.72
3.77200e-06,-1.76
3.77300e-06,-1.76
3.77400e-06,-1.76
3.77500e-06,-1.72
3.77600e-06,-1.72
3.77700e-06,-1.68
3.77800e-06,-1.68
3.77900e-06,-1.68
3.78000e-06,-1.6
3.78100e-06,-1.6
3.78200e-06,-1.56
3.78300e-06,-1.56
3.78400e-06,-1.52
3.78500e-06,-1.52
3.78600e-06,-1.48
3.78700e-06,-1.44
3.78800e-06,-1.4
3.78900e-06,-1.36
3.79000e-06,-1.36
3.79100e-06,-1.32
3.79200e-06,-1.32
3.79300e-06,-1.28
3.79400e-06,-1.28
3.79500e-06,-1.24
3.79600e-06,-1.24
3.79700e-06,-1.2
3.79800e-06,-1.2
3.79900e-06,-1.2
3.80000e-06,-1.2
3.80100e-06,-1.2
3.80200e-06,-1.2
3.80300e-06,-1.16
3.80400e-06,-1.16
3.80500e-06,-1.16
3.80600e-06,-1.16
3.80700e-06,-1.12
3.80800e-06,-1.16
3.80900e-06,-1.12
3.81000e-06,-1.12
3.81100e-06,-1.12
3.81200e-06,-1.12
3.81300e-06,-1.08
3.81400e-06,-1.12
3.81500e-06,-1.12
3.81600e-06,-1.12
3.81700e-06,-1.12
3.81800e-06,-1.08
3.81900e-06,-1.08
3.82000e-06,-1.08
3.82100e-06,-1.08
3.82200e-06,-1.04
3.82300e-06,-1.04
3.82400e-06,-1.0
3.82500e-06,-0.96
3.82600e-06,-0.96
3.82700e-06,-0.92
3.82800e-06,-0.88
3.82900e-06,-0.84
3.83000e-06,-0.8
3.83100e-06,-0.76
3.83200e-06,-0.76
3.83300e-06,-0.68
3.83400e-06,-0.64
3.83500e-06,-0.6
3.83600e-06,-0.52
3.83700e-06,-0.44
3.83800e-06,-0.4
3.83900e-06,-0.32
3.84000e-06,-0.24
3.84100e-06,-0.16
3.84200e-06,-0.08
3.84300e-06,0.04
3.84400e-06,0.12
3.84500e-06,0.16
3.84600e-06,0.28
3.84700e-06,0.36
3.84800e-06,0.44
3.84900e-06,0.52
3.85000e-06,0.6
3.85100e-06,0.68
3.85200e-06,0.8
3.85300e-06,0.84
3.85400e-06,0.92
3.85500e-06,1.0
3.85600e-06,1.08
3.85700e-06,1.16
3.85800e-06,1.24
3.85900e-06,1.28
3.86000e-06,1.32
3.86100e-06,1.4
3.86200e-06,1.44
3.86300e-06,1.48
3.86400e-06,1.56
3.86500e-06,1.6
3.86600e-06,1.64
3.86700e-06,1.68
3.86800e-06,1.68
3.86900e-06,1.68
3.87000e-06,1.72
3.87100e-06,1.76
3.87200e-06,1.72
3.87300e-06,1.72
3.87400e-06,1.72
3.87500e-06,1.72
3.87600e-06,1.72
3.87700e-06,1.68
3.87800e-06,1.68
3.87900e-06,1.64
3.88000e-06,1.64
3.88100e-06,1.6
3.88200e-06,1.56
3.88300e-06,1.56
3.88400e-06,1.52
3.88500e-06,1.48
3.88600e-06,1.48
3.88700e-06,1.44
3.88800e-06,1.44
3.88900e-06,1.36
3.89000e-06,1.36
3.89100e-06,1.32
3.89200e-06,1.32
3.89300e-06,1.28
3.89400e-06,1.28
3.89500e-06,1.24
3.89600e-06,1.24
3.89700e-06,1.24
3.89800e-06,1.24
3.89900e-06,1.2
3.90000e-06,1.2
3.90100e-06,1.2
3.90200e-06,1.2
3.90300e-06,1.16
3.90400e-06,1.16
3.90500e-06,1.16
3.90600e-06,1.16
3.90700e-06,1.16
3.90800e-06,1.16
3.90900e-06,1.12
3.91000e-06,1.12
3.91100e-06,1.12
3.91200e-06,1.12
3.91300e-06,1.12
3.91400e-06,1.12
3.91500e-06,1.12
3.91600e-06,1.12
3.91700e-06,1.12
3.91800e-06,1.12
3.91900e-06,1.08
3.92000e-06,1.08
3.92100e-06,1.08
3.92200e-06,1.04
3.92300e-06,1.04
3.92400e-06,1.04
3.92500e-06,1.0
3.92600e-06,0.96
3.92700e-06,0.92
3.92800e-06,0.92
3.92900e-06,0.88
3.93000e-06,0.8
3.93100e-06,0.76
3.93200e-06,0.76
3.93300e-06,0.68
3.93400e-06,0.64
3.93500e-06,0.56
3.93600e-06,0.52
3.93700e-06,0.44
3.93800e-06,0.4
3.93900e-06,0.32
3.94000e-06,0.24
3.94100e-06,0.12
3.94200e-06,0.08
3.94300e-06,-0.04
3.94400e-06,-0.08
3.94500e-06,-0.2
3.94600e-06,-0.28
3.94700e-06,-0.36
3.94800e-06,-0.44
3.94900e-06,-0.52
3.95000e-06,-0.6
3.95100e-06,-0.72
3.95200e-06,-0.8
3.95300e-06,-0.88
3.95400e-06,-0.96
3.95500e-06,-1.0
3.95600e-06,-1.08
3.95700e-06,-1.16
3.95800e-06,-1.24
3.95900e-06,-1.28
3.96000e-06,-1.36
3.96100e-06,-1.4
3.96200e-06,-1.44
3.96300e-06,-1.52
3.96400e-06,-1.56
3.96500e-06,-1.6
3.96600e-06,-1.6
3.96700e-06,-1.64
3.96800e-06,-1.68
3.96900e-06,-1.72
3.97000e-06,-1.72
3.97100e-06,-1.72
3.97200e-06,-1.72
3.97300e-06,-1.72
3.97400e-06,-1.72
3.97500e-06,-1.72
3.97600e-06,-1.68
3.97700e-06,-1.68
3.97800e-06,-1.68
3.97900e-06,-1.64
3.98000e-06,-1.64
3.98100e-06,-1.6
3.98200e-06,-1.6
3.98300e-06,-1.56
3.98400e-06,-1.52
3.98500e-06,-1.52
3.98600e-06,-1.48
3.98700e-06,-1.44
3.98800e-06,-1.4
3.98900e-06,-1.36
3.99000e-06,-1.36
3.99100e-06,-1.32
3.99200e-06,-1.32
3.99300e-06,-1.28
3.99400e-06,-1.28
3.99500e-06,-1.24
3.99600e-06,-1.24
3.99700e-06,-1.2
3.99800e-06,-1.2
3.99900e-06,-1.2
4.00000e-06,-1.2
4.00100e-06,-1.16
4.00200e-06,-1.16
4.00300e-06,-1.16
4.00400e-06,-1.16
4.00500e-06,-1.12
4.00600e-06,-1.12
4.00700e-06,-1.12
4.00800e-06,-1.12
4.00900e-06,-1.12
4.01000e-06,-1.12
4.01100e-06,-1.12
4.01200e-06,-1.12
4.01300e-06,-1.12
4.01400e-06,-1.12
4.01500e-06,-1.12
4.01600e-06,-1.12
4.01700e-06,-1.12
4.01800e-06,-1.12
4.01900e-06,-1.08
4.02000e-06,-1.08
4.02100e-06,-1.04
4.02200e-06,-1.04
4.02300e-06,-1.0
4.02400e-06,-1.0
4.02500e-06,-0.96
4.02600e-06,-0.96
4.02700e-06,-0.92
4.02800e-06,-0.88
4.02900e-06,-0.84
4.03000e-06,-0.8
4.03100e-06,-0.76
4.03200e-06,-0.72
4.03300e-06,-0.68
4.03400e-06,-0.6
4.03500e-06,-0.56
4.03600e-06,-0.52
4.03700e-06,-0.48
4.03800e-06,-0.36
4.03900e-06,-0.32
4.04000e-06,-0.24
4.04100e-06,-0.16
4.04200e-06,-0.04
4.04300e-06,0.04
4.04400e-06,0.12
4.04500e-06,0.2
4.04600e-06,0.28
4.04700e-06,0.36
4.04800e-06,0.44
4.04900e-06,0.52
4.05000e-06,0.64
4.05100e-06,0.72
4.05200e-06,0.76
4.05300e-06,0.84
4.05400e-06,0.96
4.05500e-06,1.0
4.05600e-06,1.08
4.05700e-06,1.16
4.05800e-06,1.2
4.05900e-06,1.28
4.06000e-06,1.36
4.06100e-06,1.4
4.06200e-06,1.48
4.06300e-06,1.52
4.06400e-06,1.56
4.06500e-06,1.56
4.06600e-06,1.64
4.06700e-06,1.64
4.06800e-06,1.68
4.06900e-06,1.72
4.07000e-06,1.72
4.07100e-06,1.72
4.07200e-06,1.72
4.07300e-06,1.72
4.07400e-06,1.72
4.07500e-06,1.72
4.07600e-06,1.68
4.07700e-06,1.68
4.07800e-06,1.68
4.07900e-06,1.64
4.08000e-06,1.64
4.08100e-06,1.6
4.08200e-06,1.6
4.08300e-06,1.56
4.08400e-06,1.52
4.08500e-06,1.48
4.08600e-06,1.48
4.08700e-06,1.44
4.08800e-06,1.44
4.08900e-06,1.4
4.09000e-06,1.36
4.09100e-06,1.32
4.09200e-06,1.32
4.09300e-06,1.28
4.09400e-06,1.32
4.09500e-06,1.28
4.09600e-06,1.28
4.09700e-06,1.24
4.09800e-06,1.2
4.09900e-06,1.2
4.10000e-06,1.2
4.10100e-06,1.16
4.10200e-06,1.16
4.10300e-06,1.16
4.10400e-06,1.16
4.10500e-06,1.16
4.10600e-06,1.16
4.10700e-06,1.12
4.10800e-06,1.12
4.10900e-06,1.12
4.11000e-06,1.12
4.11100e-06,1.12
4.11200e-06,1.12
4.11300e-06,1.12
4.11400e-06,1.12
4.11500e-06,1.12
4.11600e-06,1.12
4.11700e-06,1.12
4.11800e-06,1.12
4.11900e-06,1.08
4.12000e-06,1.08
4.12100e-06,1.08
4.12200e-06,1.04
4.12300e-06,1.04
4.12400e-06,1.0
4.12500e-06,0.96
4.12600e-06,0.96
4.12700e-06,0.92
4.12800e-06,0.92
4.12900e-06,0.84
4.13000e-06,0.84
4.13100e-06,0.76
4.13200e-06,0.72
4.13300e-06,0.68
4.13400e-06,0.64
4.13500e-06,0.56
4.13600e-06,0.52
4.13700e-06,0.44
4.13800e-06,0.4
4.13900e-06,0.32
4.14000e-06,0.24
4.14100e-06,0.16
4.14200e-06,0.08
4.14300e-06,-0.04
4.14400e-06,-0.08
4.14500e-06,-0.16
4.14600e-06,-0.28
4.14700e-06,-0.36
4.14800e-06,-0.44
4.14900e-06,-0.56
4.15000e-06,-0.6
4.15100e-06,-0.72
4.15200e-06,-0.8
4.15300e-06,-0.88
4.15400e-06,-0.92
4.15500e-06,-1.0
4.15600e-06,-1.08
4.15700e-06,-1.16
4.15800e-06,-1.2
4.15900e-06,-1.28
4.16000e-06,-1.32
4.16100e-06,-1.4
4.16200e-06,-1.48
4.16300e-06,-1.52
4.16400e-06,-1.56
4.16500e-06,-1.6
4.16600e-06,-1.6
4.16700e-06,-1.68
4.16800e-06,-1.68
4.16900e-06,-1.72
4.17000e-06,-1.72
4.17100e-06,-1.72
4.17200e-06,-1.72
4.17300e-06,-1.72
4.17400e-06,-1.72
4.17500e-06,-1.72
4.17600e-06,-1.72
4.17700e-06,-1.68
4.17800e-06,-1.64
4.17900e-06,-1.68
4.18000e-06,-1.64
4.18100e-06,-1.64
4.18200e-06,-1.56
4.18300e-06,-1.56
4.18400e-06,-1.52
4.18500e-06,-1.52
4.18600e-06,-1.44
4.18700e-06,-1.44
4.18800e-06,-1.4
4.18900e-06,-1.36
4.19000e-06,-1.36
4.19100e-06,-1.32
4.19200e-06,-1.32
4.19300e-06,-1.28
4.19400e-06,-1.28
4.19500e-06,-1.24
4.19600e-06,-1.24
4.19700e-06,-1.24
4.19800e-06,-1.2
4.19900e-06,-1.2
4.20000e-06,-1.2
4.20100e-06,-1.16
4.20200e-06,-1.16
4.20300e-06,-1.16
4.20400e-06,-1.16
4.20500e-06,-1.16
4.20600e-06,-1.16
4.20700e-06,-1.16
4.20800e-06,-1.12
4.20900e-06,-1.12
4.21000e-06,-1.12
4.21100e-06,-1.12
4.21200e-06,-1.12
4.21300e-06,-1.12
4.21400e-06,-1.08
4.21500e-06,-1.12
4.21600e-06,-1.08
4.21700e-06,-1.08
4.21800e-06,-1.08
4.21900e-06,-1.08
4.22000e-06,-1.08
4.22100e-06,-1.08
4.22200e-06,-1.04
4.22300e-06,-1.04
4.22400e-06,-1.0
4.22500e-06,-1.0
4.22600e-06,-0.96
4.22700e-06,-0.92
4.22800e-06,-0.88
4.22900e-06,-0.84
4.23000e-06,-0.8
4.23100e-06,-0.8
4.23200e-06,-0.72
4.23300e-06,-0.68
4.23400e-06,-0.6
4.23500e-06,-0.56
4.23600e-06,-0.52
4.23700e-06,-0.44
4.23800e-06,-0.36
4.23900e-06,-0.32
4.24000e-06,-0.24
4.24100e-06,-0.16
4.24200e-06,-0.08
4.24300e-06,0.04
4.24400e-06,0.12
4.24500e-06,0.2
4.24600e-06,0.28
4.24700e-06,0.36
4.24800e-06,0.44
4.24900e-06,0.52
4.25000e-06,0.6
4.25100e-06,0.68
4.25200e-06,0.8
4.25300e-06,0.84
4.25400e-06,0.92
4.25500e-06,1.0
4.25600e-06,1.08
4.25700e-06,1.16
4.25800e-06,1.24
4.25900e-06,1.28
4.26000e-06,1.36
4.26100e-06,1.36
4.26200e-06,1.48
4.26300e-06,1.48
4.26400e-06,1.52
4.26500e-06,1.56
4.26600e-06,1.6
4.26700e-06,1.64
4.26800e-06,1.68
4.26900e-06,1.72
4.27000e-06,1.72
4.27100e-06,1.72
4.27200e-06,1.72
4.27300e-06,1.72
4.27400e-06,1.72
4.27500e-06,1.72
4.27600e-06,1.72
4.27700e-06,1.68
4.27800e-06,1.72
4.27900e-06,1.64
4.28000e-06,1.64
4.28100e-06,1.6
4.28200e-06,1.6
4.28300e-06,1.56
4.28400e-06,1.52
4.28500e-06,1.48
4.28600e-06,1.48
4.28700e-06,1.44
4.28800e-06,1.4
4.28900e-06,1.36
4.29000e-06,1.36
4.29100e-06,1.32
4.29200e-06,1.32
4.29300e-06,1.28
4.29400e-06,1.28
4.29500e-06,1.28
4.29600e-06,1.24
4.29700e-06,1.24
4.29800e-06,1.24
4.29900e-06,1.2
4.30000e-06,1.2
4.30100e-06,1.16
4.30200e-06,1.16
4.30300e-06,1.16
4.30400e-06,1.16
4.30500e-06,1.16
4.30600e-06,1.16
4.30700e-06,1.12
4.30800e-06,1.16
4.30900e-06,1.12
4.31000e-06,1.12
4.31100e-06,1.12
4.31200e-06,1.12
4.31300e-06,1.12
4.31400e-06,1.12
4.31500e-06,1.12
4.31600e-06,1.12
4.31700e-06,1.12
4.31800e-06,1.12
4.31900e-06,1.08
4.32000e-06,1.08
4.32100e-06,1.04
4.32200e-06,1.04
4.32300e-06,1.04
4.32400e-06,1.0
4.32500e-06,1.0
4.32600e-06,1.0
4.32700e-06,0.92
4.32800e-06,0.88
4.32900e-06,0.84
4.33000e-06,0.84
4.33100e-06,0.76
4.33200e-06,0.76
4.33300e-06,0.68
4.33400e-06,0.64
4.33500e-06,0.56
4.33600e-06,0.52
4.33700e-06,0.44
4.33800e-06,0.4
4.33900e-06,0.32
4.34000e-06,0.24
4.34100e-06,0.16
4.34200e-06,0.08
4.34300e-06,-0.0
4.34400e-06,-0.08
4.34500e-06,-0.2
4.34600e-06,-0.28
4.34700e-06,-0.36
4.34800e-06,-0.44
4.34900e-06,-0.52
4.35000e-06,-0.6
4.35100e-06,-0.68
4.35200e-06,-0.76
4.35300e-06,-0.84
4.35400e-06,-0.92
4.35500e-06,-1.0
4.35600e-06,-1.08
4.35700e-06,-1.16
4.35800e-06,-1.2
4.35900e-06,-1.28
4.36000e-06,-1.32
4.36100e-06,-1.4
4.36200e-06,-1.44
4.36300e-06,-1.48
4.36400e-06,-1.52
4.36500e-06,-1.6
4.36600e-06,-1.6
4.36700e-06,-1.68
4.36800e-06,-1.68
4.36900e-06,-1.72
4.37000e-06,-1.72
4.37100e-06,-1.76
4.37200e-06,-1.76
4.37300e-06,-1.76
4.37400e-06,-1.76
4.37500e-06,-1.76
4.37600e-06,-1.72
4.37700e-06,-1.72
4.37800e-06,-1.68
4.37900e-06,-1.64
4.38000e-06,-1.64
4.38100e-06,-1.6
4.38200e-06,-1.56
4.38300e-06,-1.56
4.38400e-06,-1.52
4.38500e-06,-1.52
4.38600e-06,-1.48
4.38700e-06,-1.44
4.38800e-06,-1.4
4.38900e-06,-1.4
4.39000e-06,-1.36
4.39100e-06,-1.36
4.39200e-06,-1.32
4.39300e-06,-1.28
4.39400e-06,-1.28
4.39500e-06,-1.28
4.39600e-06,-1.24
4.39700e-06,-1.24
4.39800e-06,-1.2
4.39900e-06,-1.2
4.40000e-06,-1.16
4.40100e-06,-1.16
4.40200e-06,-1.16
4.40300e-06,-1.16
4.40400e-06,-1.16
4.40500e-06,-1.12
4.40600e-06,-1.12
4.40700e-06,-1.12
4.40800e-06,-1.12
4.40900e-06,-1.12
4.41000e-06,-1.12
4.41100e-06,-1.12
4.41200e-06,-1.12
4.41300e-06,-1.12
4.41400e-06,-1.12
4.41500e-06,-1.12
4.41600e-06,-1.12
4.41700e-06,-1.12
4.41800e-06,-1.08
4.41900e-06,-1.08
4.42000e-06,-1.08
4.42100e-06,-1.04
4.42200e-06,-1.08
4.42300e-06,-1.0
4.42400e-06,-1.04
4.42500e-06,-0.96
4.42600e-06,-1.0
4.42700e-06,-0.92
4.42800e-06,-0.88
4.42900e-06,-0.84
4.43000e-06,-0.84
4.43100e-06,-0.8
4.43200e-06,-0.76
4.43300e-06,-0.68
4.43400e-06,-0.64
4.43500e-06,-0.56
4.43600e-06,-0.52
4.43700e-06,-0.44
4.43800e-06,-0.36
4.43900e-06,-0.32
4.44000e-06,-0.24
4.44100e-06,-0.16
4.44200e-06,-0.08
4.44300e-06,-0.0
4.44400e-06,0.12
4.44500e-06,0.2
4.44600e-06,0.28
4.44700e-06,0.36
4.44800e-06,0.48
4.44900e-06,0.56
4.45000e-06,0.64
4.45100e-06,0.72
4.45200e-06,0.8
4.45300e-06,0.88
4.45400e-06,0.96
4.45500e-06,1.04
4.45600e-06,1.08
4.45700e-06,1.16
4.45800e-06,1.24
4.45900e-06,1.28
4.46000e-06,1.36
4.46100e-06,1.36
4.46200e-06,1.44
4.46300e-06,1.52
4.46400e-06,1.6
4.46500e-06,1.6
4.46600e-06,1.64
4.46700e-06,1.64
4.46800e-06,1.68
4.46900e-06,1.68
4.47000e-06,1.72
4.47100e-06,1.72
4.47200e-06,1.72
4.47300e-06,1.72
4.47400e-06,1.76
4.47500e-06,1.72
4.47600e-06,1.72
4.47700e-06,1.68
4.47800e-06,1.68
4.47900e-06,1.64
4.48000e-06,1.64
4.48100e-06,1.6
4.48200e-06,1.6
4.48300e-06,1.56
4.48400e-06,1.52
4.48500e-06,1.48
4.48600e-06,1.48
4.48700e-06,1.44
4.48800e-06,1.44
4.48900e-06,1.4
4.49000e-06,1.36
4.49100e-06,1.32
4.49200e-06,1.32
4.49300e-06,1.28
4.49400e-06,1.28
4.49500e-06,1.24
4.49600e-06,1.24
4.49700e-06,1.24
4.49800e-06,1.24
4.49900e-06,1.2
4.50000e-06,1.16
4.50100e-06,1.16
4.50200e-06,1.16
4.50300e-06,1.16
4.50400e-06,1.16
4.50500e-06,1.16
4.50600e-06,1.16
4.50700e-06,1.12
4.50800e-06,1.16
4.50900e-06,1.12
4.51000e-06,1.12
4.51100e-06,1.12
4.51200e-06,1.12
4.51300e-06,1.08
4.51400e-06,1.12
4.51500e-06,1.12
4.51600e-06,1.12
4.51700e-06,1.12
4.51800e-06,1.08
4.51900e-06,1.08
4.52000e-06,1.08
4.52100e-06,1.08
4.52200e-06,1.08
4.52300e-06,1.04
4.52400e-06,1.04
4.52500e-06,1.0
4.52600e-06,0.96
4.52700e-06,0.92
4.52800e-06,0.88
4.52900e-06,0.84
4.53000e-06,0.84
4.53100e-06,0.76
4.53200e-06,0.72
4.53300e-06,0.68
4.53400e-06,0.64
4.53500e-06,0.56
